team,game_number,date_raw,opponent_raw,opponent_matched,home_away,match_confidence
Georgia,5,,act Vanderbilt,Vanderbilt,home,0.83
Georgia,6,,ig,,home,0.0
Georgia,7,,get at Alabama,Alabama,away,0.78
Georgia,8,Oct. 17,Oct.17 = Auburn,Auburn,home,0.86
Georgia,9,Oct. 3,Oct.3] vs. Florida #,Florida,neutral,0.88
Georgia,10,,Nov? at Ole Miss,Ole Miss,away,0.76
Georgia,11,,NowlH Missour!,,home,0.64
Georgia,12,Nov. 21,Nov. 21 atSouth Carolina,South Carolina,away,0.93
Georgia,13,Nov. 28,Nov.28 Georgia Tech,Georgia Tech,home,1.0
Georgia,14,,eMtlanta,,home,0.0
Georgia Southern,1,Sept. 5,Sept.5 Charleston South,,home,0.48
Georgia Southern,2,,ee el,,home,0.0
Georgia Southern,3,,ept.19 at Jacksonville,,away,0.65
Georgia Southern,4,,St,,home,0.0
Georgia Southern,5,,ee Mouston,,home,0.71
Georgia Southern,6,Oct. 3,Oct.3 atCoastal Caroline,Coastal Carolina,away,0.88
Georgia Southern,7,Oct. 10,Oct.10 James Madison,James Madison,home,1.0
Georgia Southern,8,,OctlS at Old Dominion,Old Dominion,away,0.8
Georgia Southern,9,Oct. 31,Oct.31 AppalachianState,Appalachian State,home,0.97
Georgia Southern,10,Nov. 7,Nov.7 Marshall,Marshall,home,1.0
Georgia Southern,11,Nov. 14,Nov.14 atGeorgia State,Georgia State,away,0.93
Georgia Southern,12,Nov. 2,Nov2l at lroy,,away,0.6
Georgia Southern,13,Nov. 28,Nov.28 Louisiana Tech,Louisiana Tech,home,1.0
Georgia State,1,Sept. 5,North Carolina A&T,North Carolina,home,1.0
Georgia State,2,Sept. 12,at Kennesaw State,Kennesaw State,away,1.0
Georgia State,3,Sept. 19,at UCF,UCF,away,1.0
Georgia State,4,Sept. 26,Northern Illinois,Northern Illinois,home,1.0
Georgia State,5,Oct. 3,Old Dominion,Old Dominion,home,1.0
Georgia State,6,Oct. 17,at James Madison,James Madison,away,1.0
Georgia State,7,Oct. 24,at Arkansas State,Arkansas State,away,1.0
Georgia State,8,Oct. 31,Coastal Carolina,Coastal Carolina,home,1.0
Georgia State,9,Nov. 7,at Appalachian State,Appalachian State,away,1.0
Georgia State,10,Nov. 14,Georgia Southern,Georgia Southern,home,1.0
Georgia State,11,Nov. 21,at Marshall,Marshall,away,1.0
Georgia State,12,Nov. 28,Louisiana,Louisiana,home,1.0
Georgia Tech,1,Sept. 3,Colorado,Colorado,home,1.0
Georgia Tech,2,Sept. 12,Tennessee,Tennessee,home,1.0
Georgia Tech,3,Sept. 19,Mercer,,home,
Georgia Tech,4,Sept. 26,at Stanford,Stanford,away,1.0
Georgia Tech,5,Oct. 10,Duke,Duke,home,1.0
Georgia Tech,6,Oct. 17,at Virginia Tech,Virginia Tech,away,1.0
Georgia Tech,7,Oct. 24,Boston College,Boston College,home,1.0
Georgia Tech,8,Oct. 31,at Pitt,Pitt,away,1.0
Georgia Tech,9,Nov. 7,Louisville,Louisville,home,1.0
Georgia Tech,10,Nov. 14,at Clemson,Clemson,away,1.0
Georgia Tech,11,Nov. 21,Wake Forest,Wake Forest,home,1.0
Georgia Tech,12,Nov. 28,at Georgia,Georgia,away,1.0
Hawai'i,1,Aug. 29,Aug.29 atStanford,Stanford,away,0.89
Hawai'i,2,Sept. 5,Sept.5 UNLV,UNLV,home,1.0
Hawai'i,3,Sept. 12,Sept. 12 New Mexico State,New Mexico State,home,1.0
Hawai'i,4,,sept co at Wyoming,,away,0.64
Hawai'i,5,,Apt 3 San Insd State,,home,0.65
Hawai'i,6,,sor Jon | Mea,,home,0.0
Hawai'i,7,,act 24 at Northern Ilingig,,away,0.7
Hawai'i,8,,Nov? at TEP,,away,0.0
Hawai'i,9,Nov. 14,Nov.14 North DakotaState,North Dakota State,home,0.97
Hawai'i,10,Nov. 21,Nov.21 atNevada,Nevada,away,0.86
Hawai'i,11,Nov. 28,Nov.28 sacramento State,Sacramento State,home,1.0
Hawai'i,12,,§=TEAM INFORMATION,,home,0.0
Houston,1,,sept.o Oregon state,Oregon State,home,0.77
Houston,2,,ee eae,,home,0.0
Houston,3,,= ept.19 at Texas Tec 7,,away,0.6
Houston,4,,as 26 at Georgia J Southern,Georgia Southern,away,0.8
Houston,5,Oct. 3,Uct. 3 Ubt,,home,0.57
Houston,6,Oct. 10,Uct.10 atKansas State,Kansas State,away,0.92
Houston,7,Oct. 1,Oct.1/ Oklahoma State,Oklahoma State,home,0.93
Houston,8,,Aet.94 at Utah,,away,0.0
Houston,9,,Ge Cincinnati,Cincinnati,home,0.87
Houston,10,Nov. 14,Nov.14 atColorado,Colorado,away,0.89
Houston,11,Nov. 2,Nov.2l at West Virginia,West Virginia,away,0.93
Houston,12,,Hea Baylor,Baylor,home,0.75
Houston,13,,EAM INFORMATION,,home,0.0
Illinois,1,Sept. 5,UAB,UAB,home,1.0
Illinois,2,Sept. 12,Duke,Duke,home,1.0
Illinois,3,Sept. 19,Southern Illinois,Northern Illinois,home,1.0
Illinois,4,Sept. 26,at Ohio State,Ohio State,away,1.0
Illinois,5,Oct. 3,Purdue,Purdue,home,1.0
Illinois,6,Oct. 10,at Michigan State,Michigan State,away,1.0
Illinois,7,Oct. 24,Oregon,Oregon,home,1.0
Illinois,8,Oct. 31,at Maryland,Maryland,away,1.0
Illinois,9,Nov. 7,Nebraska,Nebraska,home,1.0
Illinois,10,Nov. 14,at UCLA,UCLA,away,1.0
Illinois,11,Nov. 21,Iowa,Iowa,home,1.0
Illinois,12,Nov. 28,at Northwestern,Northwestern,away,1.0
Indiana,1,Sept. 5,Sept.5 North Texas,North Texas,home,1.0
Indiana,2,Sept. 12,Sept.12 Howard,,home,0.6
Indiana,3,,sept. IS WRU,,home,0.0
Indiana,4,Sept. 26,Sept. 26 Northwestern,Northwestern,home,1.0
Indiana,5,Oct. 3,Uct.3 atRutgers,Rutgers,away,0.88
Indiana,6,Oct. 10,Oct.10 atNebraska,Nebraska,away,0.89
Indiana,7,,"CChI? Ohio , state",Ohio State,home,0.77
Indiana,8,,Yet 24 a lenge ahi,,home,0.0
Indiana,9,Oct. 31,Oct.31 Minnesota,Minnesota,home,1.0
Indiana,10,Nov. 4,Nov4 USC,USC,home,1.0
Indiana,11,Nov. 21,Nov.21 at Washington,Washington,away,1.0
Indiana,12,Nov. 28,Nov.28 Purdue,Purdue,home,1.0
Indiana,13,,Ba,,home,0.0
Iowa,1,Sept. 5,sept.5 Northern Illinois,Northern Illinois,home,1.0
Iowa,2,Sept. 12,Sept 12 lowa state,Iowa State,home,0.9
Iowa,3,,pep. IS North ern [owe,,home,0.0
Iowa,4,,"Sept, 26 at Michigan",,away,0.69
Iowa,5,,Ort hin State,Ohio State,home,0.78
Iowa,6,Oct. 10,Oct.10 at Washington,Washington,away,1.0
Iowa,7,,Uet24 at Minnesota,Minnesota,away,0.75
Iowa,8,Oct. 31,Oct.31 Wisconsin,Wisconsin,home,1.0
Iowa,9,Nov. 7,Nov.7 at Northwestern,Northwestern,away,1.0
Iowa,10,Nov. 14,Nov.14 Purdue,Purdue,home,1.0
Iowa,11,Nov. 21,Nov.21 atillinois,Illinois,home,0.89
Iowa,12,,Nower Nebraska,,home,0.73
Iowa,13,,Be,,home,0.0
Iowa State,1,Sept. 5,sept.5 Southeast Missouri,,home,0.71
Iowa State,2,Sept. 12,sept. 12 atlowa,,home,0.6
Iowa State,3,Sept. 19,sept.19 Bowling Green,Bowling Green,home,1.0
Iowa State,4,Sept. 26,Sept. 26 Utah,Utah,home,1.0
Iowa State,5,Oct. 3,Oct.3 West Virginia,West Virginia,home,1.0
Iowa State,6,Oct. 10,Oct.10 atBYU,BYU,away,0.75
Iowa State,7,Oct. 24,Oct.24 atArizona,Arizona,away,0.88
Iowa State,8,Oct. 31,Oct.31 Oklahoma State,Oklahoma State,home,1.0
Iowa State,9,,Nov.’ at Baylor,,away,0.67
Iowa State,10,Nov. 14,Nov.14 Cincinnati,Cincinnati,home,1.0
Iowa State,11,Nov. 21,Nov.21 atUC,,away,0.57
Iowa State,12,Nov. 28,Nov.28 Kansas state,Kansas State,home,1.0
Jacksonville State,1,Aug. 29,Aug.29 atNorth DakotaSt,North Dakota State,away,0.82
Jacksonville State,2,,Sept.o Eastern Kentucky,,home,0.0
Jacksonville State,3,,SPL 42 at Ohio,,away,0.0
Jacksonville State,4,,PEI Georgia Souther,Georgia Southern,home,0.86
Jacksonville State,5,Sept. 26,sept. 26 Middle Tennessee,Middle Tennessee,home,1.0
Jacksonville State,6,,Uct./ at Kennesaw State,Kennesaw State,away,0.82
Jacksonville State,7,,Aet.13 FI,,home,0.0
Jacksonville State,8,Oct. 28,Oct.28 atNewMexicoState,New Mexico State,away,0.88
Jacksonville State,9,,Nov? Sam Houston,Sam Houston,home,0.81
Jacksonville State,10,,> _,,home,0.0
Jacksonville State,11,,seal =: Ls,,home,0.0
Jacksonville State,12,Nov. 28,Nov.28 at Delaware,Delaware,away,1.0
Jacksonville State,13,,Bue,,home,0.57
James Madison,1,Sept. 5,sept.5 Liberty,Liberty,home,1.0
James Madison,2,Sept. 12,sept.12 Wagner,,home,0.0
James Madison,3,,= - oan ep,,home,0.0
James Madison,4,,ept.26 4 ominion,,home,0.57
James Madison,5,Oct. 3,Oct.3 Marshall,Marshall,home,1.0
James Madison,6,,pet at Georgia Southern,Georgia Southern,away,0.89
James Madison,7,,Oct? Georgia State,Georgia State,home,0.84
James Madison,8,,State |”,,home,0.67
James Madison,9,Oct. 22,Oct.22 atAppalachian,,away,0.73
James Madison,10,Oct. 29,Oct29 Troy,Troy,home,1.0
James Madison,11,,ess,,home,0.0
James Madison,12,,ee Coastal Carciins,,home,0.74
James Madison,13,,BRDU,,home,0.57
Kansas,1,Sept. 4,Sept.4 Long Island,,home,0.0
Kansas,2,Sept. 12,Sept.12 Missour,Missouri,home,0.93
Kansas,3,,_ re tate#,,home,0.67
Kansas,4,,ct. iddle Tennessee,Middle Tennessee,home,0.88
Kansas,5,,at,,,0.0
Kansas,6,,act. UCL 10 at Utah Uta,,away,0.0
Kansas,7,,Kansas,Kansas,home,1.0
Kansas,8,Oct. 17,Oct.17 at State,NC State,away,0.77
Kansas,9,,Gct.24 Baylor,,home,0.63
Kansas,10,,— —,,home,0.0
Kansas,11,Nov. 14,Nov. 14 at West Virginia _,West Virginia,away,0.93
Kansas,12,Nov. 21,Nov.21 BYU,BYU,home,1.0
Kansas,13,,yee at (Kahoma State,Oklahoma State,away,0.77
Kansas,14,,"#London, England",,home,0.0
Kansas State,1,Sept. 5,Sept.5 Nicholls,,home,0.0
Kansas State,2,Sept. 12,Sept.12 Washington State,Washington State,home,1.0
Kansas State,3,Sept. 19,Sept.19 Tulane,Tulane,home,1.0
Kansas State,4,,eee 2tbincinnal incinnati,,home,0.0
Kansas State,5,,act? Kansas,,home,0.71
Kansas State,6,Oct. 24,Oct.24 atArizona State,Arizona State,away,0.93
Kansas State,7,,pet 97 at olaradn,,away,0.0
Kansas State,8,,Nov./ Oklahoma State,Oklahoma State,home,0.82
Kansas State,9,Nov. 14,Nov.14 at ICu,,away,0.0
Kansas State,10,Nov. 21,Nov.21. Arizong,Arizona,home,0.86
Kansas State,11,Nov. 28,Nov.28 atlowa State,Iowa State,home,0.82
Kennesaw State,1,Sept. 3,Sept.3 West Georgia,,home,0.74
Kennesaw State,2,,Sept l2 Georgia state,Georgia State,home,0.76
Kennesaw State,3,,Be at Tennessee,Tennessee,away,0.86
Kennesaw State,4,Sept. 26,Sept. 26 at Arkansas State,Arkansas State,away,1.0
Kennesaw State,5,,i coat,,home,0.0
Kennesaw State,6,,pray at miccouri State,,away,0.73
Kennesaw State,7,,Qet.21 Liberty,,home,0.67
Kennesaw State,8,Oct. 28,Oct.28 atMiddleTennessee,Middle Tennessee,away,0.91
Kennesaw State,9,,Nov? Delaware,Delaware,home,0.76
Kennesaw State,10,,Now14 atSam Houston,,away,0.73
Kennesaw State,11,Nov. 21,Nov.21 FI,FIU,home,0.8
Kennesaw State,12,,28 at WKL,,away,0.0
Kennesaw State,13,,Be,,home,0.0
Kent State,1,Sept. 5,sept.5 at South Carolina,South Carolina,away,1.0
Kent State,2,Sept. 12,sept. 12 Wofford,,home,0.0
Kent State,3,Sept. 19,sept. 19 at Ohio State,Ohio State,away,1.0
Kent State,4,Sept. 26,Sept. 26 Ball State,Ball State,home,1.0
Kent State,5,Oct. 3,Oct.3 Ohio,Ohio,home,1.0
Kent State,6,Oct. 10,Oct.10 atW. Michigan,Michigan,away,0.8
Kent State,7,Oct. 17,Oct.17 atSouth Florida,South Florida,away,0.93
Kent State,8,Oct. 24,Oct.24 Akron,Akron,home,1.0
Kent State,9,Oct. 30,Uct.30 atsacramento st,Sacramento State,home,0.84
Kent State,10,Nov. 10,Nov.10 at Bowling Green,Bowling Green,away,1.0
Kent State,11,Nov. 17,Nov.17 Miami (Ohio),Miami (Ohio),home,1.0
Kent State,12,Nov. 24,Nov. 24 atEastern Michigan,Eastern Michigan,away,0.94
Kentucky,1,,sept.o Youngstown State,,home,0.62
Kentucky,2,Sept. 12,Sept. 12 Alabama,Alabama,home,1.0
Kentucky,3,Sept. 19,Sept.19 at Texas A&M,Texas A&M,away,0.89
Kentucky,4,Sept. 26,Sept. 26 Sout Alanamg,South Alabama,home,0.8
Kentucky,5,Oct. 3,«<Oct.3 = at South Carolina,South Carolina,away,0.85
Kentucky,6,Oct. 10,Oct.10 LSU,LSU,home,1.0
Kentucky,7,Oct. 17,Oct.17 at Oklahoma,Oklahoma,away,1.0
Kentucky,8,Oct. 24,Oct.24 Vanderbilt,Vanderbilt,home,1.0
Kentucky,9,Nov. 7,Nov.7 atTennessee,Tennessee,away,0.9
Kentucky,10,Nov. 14,Nov.14 Florida,Florida,home,1.0
Kentucky,11,Nov. 21,«“Nov.21 at Missour,Missouri,away,0.78
Kentucky,12,Nov. 28,~Nov.28 Louisville,Louisville,home,0.91
LSU,1,Sept. 5,Sept.5 Clemson,Clemson,home,1.0
LSU,2,Sept. 12,sept. 12 Louisiana Tech,Louisiana Tech,home,1.0
LSU,3,Sept. 19,sept. 19 at Ole Miss,Ole Miss,away,1.0
LSU,4,Sept. 26,sept. 26 Texas A&M,Texas A&M,home,0.89
LSU,5,Oct. 3,Uct.3 McNeese,,home,0.0
LSU,6,Oct. 10,Oct.10 atKentucky,Kentucky,away,0.89
LSU,7,Oct. 17,Oct.17 Mississippi State,Mississippi State,home,1.0
LSU,8,Oct. 24,Oct.24 atAuburn,Auburn,away,0.86
LSU,9,,Nov.’ Alabama,,home,0.7
LSU,10,Nov. 14,Nov.14 ‘Texas,Texas,home,0.91
LSU,11,Nov. 21,Nov.21 at lennessee,Tennessee,away,0.89
LSU,12,Nov. 28,Nov28 atArkansas,Arkansas,away,0.89
Liberty,1,Sept. 5,Sept.5 atJames Madison,James Madison,away,0.93
Liberty,2,Sept. 12,Sept.12 Gardner-Webb,,home,0.0
Liberty,3,Sept. 19,Sept.19 Ball State,Ball State,home,1.0
Liberty,4,Sept. 24,Sept.24 at Coastal Carolina,Coastal Carolina,away,1.0
Liberty,5,Oct. 2,Oct.2 atDelaware,Delaware,away,0.89
Liberty,6,Oct. 8,Oct.8 Sam Houston,Sam Houston,home,1.0
Liberty,7,Oct. 21,Oct.21 atKennesaw State,Kennesaw State,away,0.93
Liberty,8,Oct. 31,Oct.31 FIU,FIU,home,1.0
Liberty,9,Nov. 7,Nov.7 atNewMexicoSt,New Mexico,away,0.78
Liberty,10,,Nov.l4 Middle Tennessee,Middle Tennessee,home,0.82
Liberty,11,Nov. 21,Nov.21 WKU,WKU,home,1.0
Liberty,12,Nov. 28,Nov.28 at Missouri State,Missouri State,away,1.0
Louisiana,1,Sept. 5,Sept.5 = Lamar,,home,0.0
Louisiana,2,,septl2 atUst,,away,0.0
Louisiana,3,,Sept. _ 19 UAB,,home,0.0
Louisiana,4,,de i charlvit,,home,0.0
Louisiana,5,,get Arkansas State,Arkansas State,home,0.88
Louisiana,6,Oct. 10,Oct.10 atLouisiana 7 Tech,Louisiana Tech,away,0.88
Louisiana,7,Oct. 17,Oct.17 Troy,Troy,home,1.0
Louisiana,8,Oct. 24,Oct.24 atSouthern Miss,Southern Miss,away,0.93
Louisiana,9,Nov. 7,Nov.7 South Alabama,South Alabama,home,1.0
Louisiana,10,,Nov.l2 atULM,,away,0.0
Louisiana,11,Nov. 2,Nov.2l Coastal Carolina,Coastal Carolina,home,0.94
Louisiana,12,Nov. 28,Nov.28 at Georgia State,Georgia State,away,1.0
Louisiana,13,,eT,,home,0.0
Louisiana Tech,1,Sept. 5,Sept.5 Northwestern State,Northwestern,home,0.8
Louisiana Tech,2,,«Sept. l2 at Lou,,away,0.0
Louisiana Tech,3,,“Ps ™ —,,home,0.0
Louisiana Tech,4,,a9,,home,0.0
Louisiana Tech,5,,got Iovisiana,,home,0.64
Louisiana Tech,6,,Ochi at ULM,,away,0.0
Louisiana Tech,7,,sat Sandia,,home,0.0
Louisiana Tech,8,Nov. 7,Nov.7 at Troy,Troy,away,1.0
Louisiana Tech,9,Nov. 14,Nov.14 Southern Miss,Southern Miss,home,1.0
Louisiana Tech,10,Nov. 21,Nov.21 Arkansas State,Arkansas State,home,1.0
Louisiana Tech,11,,Now28 atGeorgia Southern,Georgia Southern,away,0.8
Louisville,1,Sept. 6,vs. Ole Miss #,Ole Miss,neutral,1.0
Louisville,2,Sept. 11,Villanova,,home,
Louisville,3,Sept. 19,SMU,SMU,home,1.0
Louisville,4,Sept. 26,Wake Forest,Wake Forest,home,1.0
Louisville,5,Oct. 3,at NC State,NC State,away,1.0
Louisville,6,Oct. 9,Florida State,Florida State,home,1.0
Louisville,7,Oct. 17,at Syracuse,Syracuse,away,1.0
Louisville,8,Oct. 31,Stanford,Stanford,home,1.0
Louisville,9,Nov. 7,at Georgia Tech,Georgia Tech,away,1.0
Louisville,10,Nov. 14,at North Carolina,North Carolina,away,1.0
Louisville,11,Nov. 21,Pitt,Pitt,home,1.0
Louisville,12,Nov. 28,at Kentucky,Kentucky,away,1.0
Marshall,1,Sept. 5,Sept.5 atPenn State,Penn State,away,0.91
Marshall,2,Sept. 12,Sept.12 Middle Tennessee,Middle Tennessee,home,1.0
Marshall,3,Sept. 19,Sept.19 atMissoun State,Missouri State,away,0.83
Marshall,4,Sept. 26,Sept. 26 isi,,home,0.0
Marshall,5,Oct. 3,Oct.3 atJames Madison,James Madison,away,0.93
Marshall,6,Oct. 10,Oct.10 Coastal Carolina,Coastal Carolina,home,1.0
Marshall,7,Oct. 20,Oct.20 South Alabama,South Alabama,home,1.0
Marshall,8,Oct. 31,Oct.31 atOld Dominion,Old Dominion,away,0.92
Marshall,9,Nov. 7,Nov.7 atGeorgiaSouthern,Georgia Southern,away,0.91
Marshall,10,,Nov.l4 Appalachian State,Appalachian State,home,0.83
Marshall,11,Nov. 21,Nov.21 Georgia State,Georgia State,home,1.0
Marshall,12,Nov. 28,Nov.28 atULM,ULM,away,0.75
Maryland,1,Sept. 5,sept.5 Hampton,,home,0.57
Maryland,2,Sept. 12,sept.12 at UConn,UConn,away,1.0
Maryland,3,Sept. 19,Sept.19 Virginia Tech,Virginia Tech,home,1.0
Maryland,4,,oept.26 UCLA,,home,0.0
Maryland,5,Oct. 3,Oct.3 atNebraska,Nebraska,away,0.89
Maryland,6,Oct. 10,Oct.10 atOhio State,Ohio State,away,0.91
Maryland,7,Oct. 17,Oct.17 Rutgers,Rutgers,home,1.0
Maryland,8,Oct. 31,Oct. 31 Illinois,Illinois,home,1.0
Maryland,9,,Nov./ atPurdue,,away,0.6
Maryland,10,Nov. 14,Nov.14 Wisconsin,Wisconsin,home,1.0
Maryland,11,Nov. 21,Nov.21 atUSC,USC,away,0.75
Maryland,12,Nov. 28,Nov.28 Penn State,Penn State,home,1.0
Memphis,1,Aug. 29,Aug.29 atUNLV,UNLV,away,0.8
Memphis,2,,SPL 9 Arkansas State,Arkansas State,home,0.82
Memphis,3,,Sept. OP 12 at Boise State,,away,0.67
Memphis,4,Sept. 19,sept. 19 lennessee-Martin oe,,home,0.57
Memphis,5,Oct. 3,Oct.3 atCharlotte,Charlotte,away,0.9
Memphis,6,Oct. 10,Uct.10 UAB,UAB,home,1.0
Memphis,7,,ee atlulane,,home,0.71
Memphis,8,,Caroling,,home,0.67
Memphis,9,,Act.22 Fast,,home,0.0
Memphis,10,,get Army,,home,0.67
Memphis,11,Nov. 12,Nov.12 atSouth Florida,South Florida,away,0.93
Memphis,12,Nov. 2,Nov2l atNavy,,away,0.67
Memphis,13,,Saal lemple,,home,0.59
Memphis,14,,Bee!,,home,0.0
Miami (Fla.),1,Sept. 4,Sept.4 atStanford,Stanford,away,0.89
Miami (Fla.),2,,Florida,Florida,home,1.0
Miami (Fla.),3,,Sent.10 A&M,,home,0.0
Miami (Fla.),4,Sept. 18,Sept.18 at Wake Forest,Wake Forest,away,1.0
Miami (Fla.),5,Sept. 26,Sept.26 Central Michigan,Central Michigan,home,1.0
Miami (Fla.),6,Oct. 3,Uct3 — atClemson,Clemson,away,0.78
Miami (Fla.),7,,Ochi? Florida state,Florida State,home,0.81
Miami (Fla.),8,Oct. 24,Oct.24 Pitt,Pitt,home,1.0
Miami (Fla.),9,Oct. 31,Oct.31 at North Carolina,North Carolina,away,1.0
Miami (Fla.),10,,Nov? at Notre Dame,Notre Dame,away,0.8
Miami (Fla.),11,,ewe Duke,,home,0.67
Miami (Fla.),12,Nov. 20,Nov.20 Virginia Tech,Virginia Tech,home,1.0
Miami (Fla.),13,Nov. 28,Nov.28 Boston College,Boston College,home,1.0
Miami (Ohio),1,Sept. 5,Sept.5 = at Pitt,Pitt,away,0.8
Miami (Ohio),2,Sept. 12,Sept. 12 Holy Cross,,home,0.0
Miami (Ohio),3,,SePLIS at Cincinnati #,,away,0.74
Miami (Ohio),4,,ep £0 won,,home,0.0
Miami (Ohio),5,Oct. 3,Oct.3 Bowling Green,Bowling Green,home,1.0
Miami (Ohio),6,,iq,,home,0.0
Miami (Ohio),7,,get attMass,,home,0.0
Miami (Ohio),8,Oct. 17,Oct.17 Akron,Akron,home,1.0
Miami (Ohio),9,Oct. 24,Oct.24 atCentral Michigan,Central Michigan,away,0.94
Miami (Ohio),10,,ea —,,home,0.0
Miami (Ohio),11,Nov. 17,Nov.17 at Kent State,Kent State,away,1.0
Miami (Ohio),12,Nov. 24,Nov.24 at W. Michigan,Michigan,away,0.89
Miami (Ohio),13,,#TQL Stadium,,home,0.0
Michigan,1,,might be the ceiling,,home,0.0
Michigan,2,,2026 SCHEDULE,,home,0.0
Michigan,3,Sept. 5,sept.5 Western Michigan,Western Michigan,home,1.0
Michigan,4,Sept. 12,Sept. 12 Oklahoma,Oklahoma,home,1.0
Michigan,5,Sept. 19,sept. 19 UTEP,UTEP,home,1.0
Michigan,6,Sept. 26,sept. 26 lowa,Iowa,home,0.75
Michigan,7,Oct. 3,Uct. 3 at Minnesota,Minnesota,away,1.0
Michigan,8,Oct. 1,Uct.1/ Penn State,Penn State,home,0.91
Michigan,9,Oct. 24,Oct.24 Indiana,Indiana,home,1.0
Michigan,10,Oct. 31,Uct.31 at Rutgers,Rutgers,away,1.0
Michigan,11,,Nov.’ Michigan State,Michigan State,home,0.82
Michigan,12,Nov. 14,Nov.14 atOregon,Oregon,away,0.86
Michigan,13,Nov. 21,Nov. 21 UCLA,UCLA,home,1.0
Michigan,14,Nov. 28,Nov. 28 atOhio State,Ohio State,away,0.91
Michigan State,1,Sept. 5,Sept.5 Toledo,Toledo,home,1.0
Michigan State,2,Sept. 12,Sept.12 Eastern Michigan,Eastern Michigan,home,1.0
Michigan State,3,,Sept.l9 atNotre Dame,,away,0.67
Michigan State,4,Sept. 26,Sept. 26 Nebrasné,Nebraska,home,0.75
Michigan State,5,,et isconsin,Wisconsin,home,0.8
Michigan State,6,,a inal,,home,0.0
Michigan State,7,Oct. 17,~Oct.17 =Northwestern,Northwestern,home,0.89
Michigan State,8,Oct. 24,Oct.24 at UCLA,UCLA,away,1.0
Michigan State,9,,Nov? at Michigan,Michigan,away,0.76
Michigan State,10,,Nov.l4 Washington,,home,0.74
Michigan State,11,Nov. 21,Nov.21 Oregon,Oregon,home,1.0
Michigan State,12,Nov. 28,Nov.28 atRutgers,Rutgers,away,0.88
Middle Tennessee,1,Sept. 5,Sept.5 =©Murray State,,home,0.64
Middle Tennessee,2,Sept. 12,Sept.12 at Marshall,Marshall,away,1.0
Middle Tennessee,3,Sept. 19,Sept19 Nevada,Nevada,home,1.0
Middle Tennessee,4,Sept. 26,Sept.26 atJacksonville State,Jacksonville State,away,0.95
Middle Tennessee,5,Oct. 3,OUct.3 atKansas,Kansas,away,0.75
Middle Tennessee,6,Oct. 13,Oct.13 Delaware,Delaware,home,1.0
Middle Tennessee,7,Oct. 20,Oct.20 at FIU,FIU,away,1.0
Middle Tennessee,8,Oct. 28,Oct.28 Kennesaw State,Kennesaw State,home,1.0
Middle Tennessee,9,Nov. 7,Nov.7 WKU,WKU,home,1.0
Middle Tennessee,10,,Nov.l4 atLiberty,,away,0.61
Middle Tennessee,11,Nov. 2,~Nov.2] 9 atSam Houston,Sam Houston,away,0.76
Middle Tennessee,12,Nov. 28,Nov.28 New Mexico State,New Mexico State,home,1.0
Minnesota,1,Sept. 3,Sept.3 Eastern Illinois,Northern Illinois,home,0.79
Minnesota,2,Sept. 12,Sept.12 Mississippi State,Mississippi State,home,1.0
Minnesota,3,Sept. 19,Sept.19 Akron,Akron,home,1.0
Minnesota,4,Sept. 26,sept. 26 at Washington,Washington,away,1.0
Minnesota,5,Oct. 3,Oct.3 Michigan,Michigan,home,1.0
Minnesota,6,,10,,home,0.0
Minnesota,7,,Act. at Purdue,Purdue,away,0.75
Minnesota,8,Oct. 24,Uct.24 lowa,Iowa,home,0.75
Minnesota,9,,31,,home,0.0
Minnesota,10,,net. ct. at at Indiana Ind,,away,0.56
Minnesota,11,,or,,home,0.0
Minnesota,12,,Nowl4 atPenn state,,away,0.71
Minnesota,13,Nov. 21,Nov. 21 Northwestern,Northwestern,home,1.0
Minnesota,14,Nov. 28,Nov.28 at Wisconsin,Wisconsin,away,1.0
Mississippi State,1,Sept. 5,Sept.5 ULM,ULM,home,1.0
Mississippi State,2,Sept. 12,Sept. 12 at Minnesota,Minnesota,away,1.0
Mississippi State,3,Sept. 19,Sept. 19 at South Carolina,South Carolina,away,1.0
Mississippi State,4,Sept. 26,Sept. 26 Missour,Missouri,home,0.93
Mississippi State,5,,sc 7 a,,home,0.0
Mississippi State,6,,Net. 24 Oklahoma,,home,0.7
Mississippi State,7,,Ort. 31 at Texas,North Texas,away,0.78
Mississippi State,8,Nov. 7,Nov.7 Vanderhilt,Vanderbilt,home,0.9
Mississippi State,9,Nov. 14,Nov.14 Auburn,Auburn,home,1.0
Mississippi State,10,Nov. 21,Nov.21 Tennessee Tech,Tennessee,home,0.78
Mississippi State,11,Nov. 28,Nov.28 atOle Miss,Ole Miss,away,0.89
Mississippi State,12,,~=TEAM INFORMATION,,home,0.0
Missouri,1,Sept. 5,Arkansas-Pine Bluff,,home,
Missouri,2,Sept. 12,at Kansas,Kansas,away,1.0
Missouri,3,Sept. 19,Troy,Troy,home,1.0
Missouri,4,Sept. 26,at Mississippi State,Mississippi State,away,1.0
Missouri,5,Oct. 3,Florida,Florida,home,1.0
Missouri,6,Oct. 10,Texas A&M,Texas A&M,home,1.0
Missouri,7,Oct. 17,at Ole Miss,Ole Miss,away,1.0
Missouri,8,Oct. 31,Arkansas,Arkansas,home,1.0
Missouri,9,Nov. 7,Texas,Texas,home,1.0
Missouri,10,Nov. 14,at Georgia,Georgia,away,1.0
Missouri,11,Nov. 21,Kentucky,Kentucky,home,1.0
